name,url,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,streetAddress,addressLocality,addressRegion,openingHoursSpecification,addressString,geoString,ratingString,full_address
Beretta - Divisadero,https://www.ubereats.com/store/beretta-divisadero/dXhdswgGXySSnLgx-Mh4hg,"['Italian', 'Pasta', 'Pizza']",4.7,90,$$,37.77574,-122.43829,"",94117,661 Divisadero Street,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '17:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '17:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '16:0', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '16:0', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '16:0', 'closes': '22:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94117', 'addressCountry': 'US', 'streetAddress': '661 Divisadero Street'}","{'@type': 'GeoCoordinates', 'latitude': 37.77574, 'longitude': -122.43829}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '90'}","Beretta - Divisadero, 661 Divisadero Street, San Francisco, CA, 94117"
Local Kitchen &amp; Wine Merchant,https://www.ubereats.com/store/local-kitchen-%26-wine-merchant/UDu0tgFDRI6Nv3N0OAw_ZA,"['Pizza', 'Comfort Food', 'Wine', 'Burgers', 'Vegetarian']",,,$,37.7867828,-122.394236,+14157774200,94105,330 1st St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:0', 'closes': '20:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:0', 'closes': '20:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday'], 'opens': '16:0', 'closes': '20:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday'], 'opens': '16:0', 'closes': '20:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '16:0', 'closes': '21:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '16:0', 'closes': '21:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94105', 'addressCountry': 'US', 'streetAddress': '330 1st St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7867828, 'longitude': -122.394236}",{},"Local Kitchen &amp; Wine Merchant, 330 1st St, San Francisco, CA, 94105"
Kiss of Matcha,https://www.ubereats.com/store/kiss-of-matcha/e2Mt4gIxRZ6ShhQLvavBHA,"['Ice Cream &amp; Frozen Yogurt', 'Comfort Food', 'Desserts']",,,"",37.78307,-122.46747,+14152728890,94118,750 Clement Street,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday'], 'opens': '12:0', 'closes': '18:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94118', 'addressCountry': 'US', 'streetAddress': '750 Clement Street'}","{'@type': 'GeoCoordinates', 'latitude': 37.78307, 'longitude': -122.46747}",{},"Kiss of Matcha, 750 Clement Street, San Francisco, CA, 94118"
Nuvola Speedy,https://www.ubereats.com/store/nuvola-speedy/YobuilRxRSixhFPkRFpobg,"['Italian', 'Pasta', 'Comfort Food']",,,$$,37.7546,-122.4211,+14153168687,94110,1132 Valencia Street,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '11:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94110', 'addressCountry': 'US', 'streetAddress': '1132 Valencia Street'}","{'@type': 'GeoCoordinates', 'latitude': 37.7546, 'longitude': -122.4211}",{},"Nuvola Speedy, 1132 Valencia Street, San Francisco, CA, 94110"
Little Star Pizza,https://www.ubereats.com/store/little-star-pizza/t7r1HRmASDyK13qWMOO1EA,"['Pizza', 'American', 'Italian', 'Alcohol']",4.9,100,$,37.77753,-122.43798,+14154411118,94117,846 Divisadero St.,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '14:45', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '16:45', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '15:45', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '14:45', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94117', 'addressCountry': 'US', 'streetAddress': '846 Divisadero St.'}","{'@type': 'GeoCoordinates', 'latitude': 37.77753, 'longitude': -122.43798}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '100'}","Little Star Pizza, 846 Divisadero St., San Francisco, CA, 94117"
El Tesoro Taqueria and Grill,https://www.ubereats.com/store/el-tesoro-taqueria-and-grill/a3SqFFTWTdS8osEe4tKghQ,"['Mexican', 'Family Meals']",4.8,43,$,37.645144,-122.452092,+16506348700,94080,"2268 Westborough Blvd, South",San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94080', 'addressCountry': 'US', 'streetAddress': '2268 Westborough Blvd, South'}","{'@type': 'GeoCoordinates', 'latitude': 37.645144, 'longitude': -122.452092}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '43'}","El Tesoro Taqueria and Grill, 2268 Westborough Blvd, South, San Francisco, CA, 94080"
Khamsa,https://www.ubereats.com/store/khamsa/JMcaG0FwTRSfIEXZhoKbgQ,"['Salads', 'Mediterranean', 'Healthy']",,,$,37.7665472,-122.4180046,+16282331503,94103,1503 15th St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '17:0', 'closes': '21:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94103', 'addressCountry': 'US', 'streetAddress': '1503 15th St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7665472, 'longitude': -122.4180046}",{},"Khamsa, 1503 15th St, San Francisco, CA, 94103"
Marrakech Restaurant,https://www.ubereats.com/store/marrakech-restaurant/jQjEaBADSTeGDbE5igscTA,['Moroccan'],,,$$,37.7857775,-122.4117891,+14157766717,94102,419 O'Farrell St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '17:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '17:0', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94102', 'addressCountry': 'US', 'streetAddress': """"419 O'Farrell St""""}","{'@type': 'GeoCoordinates', 'latitude': 37.7857775, 'longitude': -122.4117891}",{},"Marrakech Restaurant, 419 O'Farrell St, San Francisco, CA, 94102"
Berber,https://www.ubereats.com/store/berber/9EL3JcxtQX26K0RlpFny9Q,"['Mediterranean', 'Greek', 'Vegetarian']",,,"",37.79594,-122.42213,+14158007767,94109,1516 Broadway,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '17:30', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '17:30', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94109', 'addressCountry': 'US', 'streetAddress': '1516 Broadway'}","{'@type': 'GeoCoordinates', 'latitude': 37.79594, 'longitude': -122.42213}",{},"Berber, 1516 Broadway, San Francisco, CA, 94109"
"Gordo Taqueria - 9th Ave San Fran, CA",https://www.ubereats.com/store/gordo-taqueria-9th-ave-san-fran-ca/Buy_sqZ8TSujuQS-pqn-6A,['Mexican'],4.8,100,$,37.76522,-122.46674,+14155666011,94122,1239 9th Ave,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '10:0', 'closes': '20:15'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '21:15'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94122', 'addressCountry': 'US', 'streetAddress': '1239 9th Ave'}","{'@type': 'GeoCoordinates', 'latitude': 37.76522, 'longitude': -122.46674}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '100'}","Gordo Taqueria - 9th Ave San Fran, CA, 1239 9th Ave, San Francisco, CA, 94122"
Tacko,https://www.ubereats.com/store/tacko/a-qr81fKSEeDPJDDKCpbJg,"['Mexican', 'Latin American', 'New Mexican', 'Family Friendly', 'Group Friendly']",4.8,100,$,37.7982584,-122.4359444,+14157963534,94123,3115 Fillmore St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:30', 'closes': '21:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94123', 'addressCountry': 'US', 'streetAddress': '3115 Fillmore St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7982584, 'longitude': -122.4359444}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '100'}","Tacko, 3115 Fillmore St, San Francisco, CA, 94123"
Rolling Pin Donuts (429 San Bruno Ave),https://www.ubereats.com/store/rolling-pin-donuts-429-san-bruno-ave/VUyiKrIAQWG--WGJ1ldmFw,['Desserts'],,,$,37.63099,-122.40898,+16505899687,94066,429,San Bruno,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '0:0', 'closes': '4:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '5:0', 'closes': '23:59'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Bruno', 'addressRegion': 'CA', 'postalCode': '94066', 'addressCountry': 'US', 'streetAddress': '429'}","{'@type': 'GeoCoordinates', 'latitude': 37.63099, 'longitude': -122.40898}",{},"Rolling Pin Donuts (429 San Bruno Ave), 429, San Bruno, CA, 94066"
Delarosa (Downtown),https://www.ubereats.com/store/delarosa-downtown/4UcDfA76VCugP-oOjA4muQ,"['Pizza', 'Italian', 'Pasta']",,,$$,37.78543,-122.40436,+14158727363,94103,37 Yerba Buena Ln,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:30', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:30', 'closes': '22:15'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94103', 'addressCountry': 'US', 'streetAddress': '37 Yerba Buena Ln'}","{'@type': 'GeoCoordinates', 'latitude': 37.78543, 'longitude': -122.40436}",{},"Delarosa (Downtown), 37 Yerba Buena Ln, San Francisco, CA, 94103"
Parkside Market,https://www.ubereats.com/store/parkside-market/UNC0mSiuRmiDZ7fcIjjDsA,['Alcohol'],,,$$$,37.77446,-122.44284,+15107104136,94117,1600 Hayes Street,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '8:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '8:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94117', 'addressCountry': 'US', 'streetAddress': '1600 Hayes Street'}","{'@type': 'GeoCoordinates', 'latitude': 37.77446, 'longitude': -122.44284}",{},"Parkside Market, 1600 Hayes Street, San Francisco, CA, 94117"
Alimento,https://www.ubereats.com/store/alimento/p8I9LT2FQnm2AdNwDzCdxw,"['Desserts', 'Italian', 'Salads', 'Pizza', 'Deli', 'Sandwich', 'Exclusive to Eats']",,,$,37.799611,-122.409615,+14152969463,94133,507 Columbus Ave,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '9:0', 'closes': '21:59'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94133', 'addressCountry': 'US', 'streetAddress': '507 Columbus Ave'}","{'@type': 'GeoCoordinates', 'latitude': 37.799611, 'longitude': -122.409615}",{},"Alimento, 507 Columbus Ave, San Francisco, CA, 94133"
Surisan,https://www.ubereats.com/store/surisan/kY7c-InfRpik2t09acQ7-A,"['Asian Fusion', 'Breakfast and Brunch', 'Korean', 'Family Friendly', 'Group Friendly']",4.9,30,$,37.8067727,-122.4175486,+14157718449,94133,505 Beach St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '17:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '9:0', 'closes': '14:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '9:0', 'closes': '13:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '17:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '9:0', 'closes': '13:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '17:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '17:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '9:0', 'closes': '14:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94133', 'addressCountry': 'US', 'streetAddress': '505 Beach St'}","{'@type': 'GeoCoordinates', 'latitude': 37.8067727, 'longitude': -122.4175486}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '30'}","Surisan, 505 Beach St, San Francisco, CA, 94133"
Parkside Market,https://www.ubereats.com/store/parkside-market/R1q9PPbAXfeBi-QcggwWnA,[],,,"",37.7745099,-122.4429227,+14158853483,"",1600 Hayes St.,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '9:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '0:0', 'closes': '0:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '9:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '', 'addressCountry': 'US', 'streetAddress': '1600 Hayes St.'}","{'@type': 'GeoCoordinates', 'latitude': 37.7745099, 'longitude': -122.4429227}",{},"Parkside Market, 1600 Hayes St., San Francisco, CA, "
Miraloma Taqueria,https://www.ubereats.com/store/miraloma-taqueria/9BZoKAsqTsWIuCNIsEz77w,"['Mexican', 'Latin American', 'New Mexican']",,,"",37.74419,-122.45377,+14156726324,94127,755 Portola Drive,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '9:0', 'closes': '19:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94127', 'addressCountry': 'US', 'streetAddress': '755 Portola Drive'}","{'@type': 'GeoCoordinates', 'latitude': 37.74419, 'longitude': -122.45377}",{},"Miraloma Taqueria, 755 Portola Drive, San Francisco, CA, 94127"
Tom San Ramen,https://www.ubereats.com/store/tom-san-ramen/tFJWTrLTTEKRvGUtVEo2AA,"['Japanese', 'Salads', 'Noodles', 'Healthy']",4.5,11,"",37.69722,-122.48392,+14157661610,94015,177 Southgate Avenue,戴利城,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '14:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:30', 'closes': '14:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '16:30', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:30', 'closes': '14:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '16:30', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': '戴利城', 'addressRegion': 'CA', 'postalCode': '94015', 'addressCountry': 'US', 'streetAddress': '177 Southgate Avenue'}","{'@type': 'GeoCoordinates', 'latitude': 37.69722, 'longitude': -122.48392}","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '11'}","Tom San Ramen, 177 Southgate Avenue, 戴利城, CA, 94015"
Nabe,https://www.ubereats.com/store/nabe/o6RtpHHkQludASa5f_0v4g,"['Japanese', 'Asian', 'Sushi']",,,$,37.76353,-122.4666,+14157312658,94122,1325 9th Ave.,San Francisco,CA,[],"{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94122', 'addressCountry': 'US', 'streetAddress': '1325 9th Ave.'}","{'@type': 'GeoCoordinates', 'latitude': 37.76353, 'longitude': -122.4666}",{},"Nabe, 1325 9th Ave., San Francisco, CA, 94122"
Live Sushi Bar,https://www.ubereats.com/store/live-sushi-bar/sTk0_sR8T4q4Ln8ZP9vyiQ,"['Sushi', 'Salads', 'Noodles', 'Healthy', 'Alcohol', 'Group Friendly']",4.9,100,"",37.7645335,-122.4037129,+14158618610,94107,2001 17th St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:0', 'closes': '20:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:30', 'closes': '14:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '16:30', 'closes': '20:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:30', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '16:0', 'closes': '20:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94107', 'addressCountry': 'US', 'streetAddress': '2001 17th St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7645335, 'longitude': -122.4037129}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '100'}","Live Sushi Bar, 2001 17th St, San Francisco, CA, 94107"
El Tepa Taqueria,https://www.ubereats.com/store/el-tepa-taqueria/WhfGcp5YUdiJVpO1bzkIUw,"['Mexican', 'Latin American', 'New Mexican']",,,"",37.7622,-122.41526,+16505766946,94110,2198 Folsom Street,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '10:0', 'closes': '19:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94110', 'addressCountry': 'US', 'streetAddress': '2198 Folsom Street'}","{'@type': 'GeoCoordinates', 'latitude': 37.7622, 'longitude': -122.41526}",{},"El Tepa Taqueria, 2198 Folsom Street, San Francisco, CA, 94110"
Izakaya Yoki,https://www.ubereats.com/store/izakaya-yoki/cyAKbmDvS-yHfK393f34jQ,"['Seafood', 'Sushi', 'Japanese', 'Asian', 'Korean', 'Family Friendly']",4.8,56,$$,37.7898692,-122.4126348,+14159231141,94109,900 Bush St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '17:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94109', 'addressCountry': 'US', 'streetAddress': '900 Bush St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7898692, 'longitude': -122.4126348}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '56'}","Izakaya Yoki, 900 Bush St, San Francisco, CA, 94109"
Mama Mia Pizza (Visitacion Ave),https://www.ubereats.com/store/mama-mia-pizza-visitacion-ave/X2eWUkDwRDij-31yxl7lrw,"['Pizza', 'Traditional American', 'Seafood']",,,$,37.683929,-122.40255,+14154681032,94005,35 Visitacion Ave,Brisbane,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '10:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '10:0', 'closes': '0:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Brisbane', 'addressRegion': 'CA', 'postalCode': '94005', 'addressCountry': 'US', 'streetAddress': '35 Visitacion Ave'}","{'@type': 'GeoCoordinates', 'latitude': 37.683929, 'longitude': -122.40255}",{},"Mama Mia Pizza (Visitacion Ave), 35 Visitacion Ave, Brisbane, CA, 94005"
Prospect,https://www.ubereats.com/store/prospect/iDI_tdWTSG2w2DJOUHGJmw,"['American', 'Chicken', 'Sandwich', 'Allergy Friendly']",,,$$$,37.7897463,-122.3909599,+14152477770,94105,300 Spear St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Wednesday', 'opens': '16:0', 'closes': '16:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94105', 'addressCountry': 'US', 'streetAddress': '300 Spear St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7897463, 'longitude': -122.3909599}",{},"Prospect, 300 Spear St, San Francisco, CA, 94105"
