name,url,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,streetAddress,addressLocality,addressRegion,openingHoursSpecification,addressString,geoString,ratingString,full_address
Hummus Bodega,https://www.ubereats.com/store/hummus-bodega/oOtQxXcKQbOjFOIUxoZJjQ,"['Mediterranean', 'Greek', 'Vegetarian', 'Healthy']",4.9,56,$,37.7802481,-122.4788323,+14152159469,94121,"5549 Geary Blvd, San Francisco, USA",SF,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:0', 'closes': '15:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'SF', 'addressRegion': 'CA', 'postalCode': '94121', 'addressCountry': 'US', 'streetAddress': '5549 Geary Blvd, San Francisco, USA'}","{'@type': 'GeoCoordinates', 'latitude': 37.7802481, 'longitude': -122.4788323}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '56'}","Hummus Bodega, 5549 Geary Blvd, San Francisco, USA, SF, CA, 94121"
New Ming’s Restaurant,https://www.ubereats.com/store/new-mings-restaurant/fLO0AI8TQqCPxRGc1Fvzaw,"['Chinese', 'Asian', 'Seafood', 'Soup', 'Asian-owned', 'Vegetarian', 'Vegan Friendly']",4.6,22,"",37.78698,-122.40069,+14152274798,94105,641 Mission Street,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '13:0', 'closes': '18:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '10:30', 'closes': '18:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94105', 'addressCountry': 'US', 'streetAddress': '641 Mission Street'}","{'@type': 'GeoCoordinates', 'latitude': 37.78698, 'longitude': -122.40069}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '22'}","New Ming’s Restaurant, 641 Mission Street, San Francisco, CA, 94105"
El Burrito Express 1,https://www.ubereats.com/store/el-burrito-express-1/h09IA3jZQKOt84y-2ueITw,"['Mexican', 'Group Friendly']",4.8,100,$$,37.742577,-122.4833642,+14155668300,94116,1601 Taraval St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '10:0', 'closes': '20:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94116', 'addressCountry': 'US', 'streetAddress': '1601 Taraval St'}","{'@type': 'GeoCoordinates', 'latitude': 37.742577, 'longitude': -122.4833642}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '100'}","El Burrito Express 1, 1601 Taraval St, San Francisco, CA, 94116"
S&amp;T Hong Kong Seafood,https://www.ubereats.com/store/s%26t-hong-kong-seafood/X2XhERY5S9ykI5gn0ayJcA,"['Chinese', 'Seafood', 'Noodles']",,,$$,37.7538375,-122.4912482,+14156658338,94122,2588 Noriega St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '18:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94122', 'addressCountry': 'US', 'streetAddress': '2588 Noriega St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7538375, 'longitude': -122.4912482}",{},"S&amp;T Hong Kong Seafood, 2588 Noriega St, San Francisco, CA, 94122"
Maru Sushi,https://www.ubereats.com/store/maru-sushi/Apv7tfBcRpyGixk1TTHWuQ,"['Japanese', 'Sushi', 'Rolls', 'Family Friendly']",4.3,27,$$,37.7896206,-122.4089355,+14153939911,94108,529 Powell St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '21:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '16:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94108', 'addressCountry': 'US', 'streetAddress': '529 Powell St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7896206, 'longitude': -122.4089355}","{'@type': 'AggregateRating', 'ratingValue': 4.3, 'reviewCount': '27'}","Maru Sushi, 529 Powell St, San Francisco, CA, 94108"
Marugame Udon- Stonestown,https://www.ubereats.com/store/marugame-udon-stonestown/GGG7KGByT6ag9Wta-mWX3Q,"['Japanese', 'Asian', 'Sushi', 'Family Friendly']",4.6,100,$,37.7273845,-122.4764982,+14156801280,94132,3251 20th Ave,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94132', 'addressCountry': 'US', 'streetAddress': '3251 20th Ave'}","{'@type': 'GeoCoordinates', 'latitude': 37.7273845, 'longitude': -122.4764982}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '100'}","Marugame Udon- Stonestown, 3251 20th Ave, San Francisco, CA, 94132"
Mijouri Sushi Bune,https://www.ubereats.com/store/mijouri-sushi-bune/TfkiK1J4Tq2MaxeRu9u73w,"['Japanese', 'Sushi', 'Seafood', 'Family Friendly', 'Group Friendly']",4.6,52,$$,37.6396348,-122.4207068,+16505830294,94066,1230 El Camino Real,San Bruno,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '15:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '14:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '16:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:0', 'closes': '14:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '16:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '16:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '16:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Bruno', 'addressRegion': 'CA', 'postalCode': '94066', 'addressCountry': 'US', 'streetAddress': '1230 El Camino Real'}","{'@type': 'GeoCoordinates', 'latitude': 37.6396348, 'longitude': -122.4207068}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '52'}","Mijouri Sushi Bune, 1230 El Camino Real, San Bruno, CA, 94066"
AAHA INDIAN CUISINE,https://www.ubereats.com/store/aaha-indian-cuisine/JaqGg5dFWlyrtAzGV7mDxQ,"['indian', 'vegetarian', 'indiancurry']",4.7,100,"",37.76357,-122.41997,+14158142049,94110,3316 17th Street,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:30', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:30', 'closes': '14:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday'], 'opens': '17:0', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '12:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '16:30', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94110', 'addressCountry': 'US', 'streetAddress': '3316 17th Street'}","{'@type': 'GeoCoordinates', 'latitude': 37.76357, 'longitude': -122.41997}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '100'}","AAHA INDIAN CUISINE, 3316 17th Street, San Francisco, CA, 94110"
Star India Restaurant,https://www.ubereats.com/store/star-india-restaurant/om7VzK9aQjK3NpifiUbZIg,"['Indian', 'Vegan', 'Vegetarian', 'Alcohol']",4.5,93,$,37.780932,-122.459355,+14156684466,94118,3721 Geary Blvd,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:15', 'closes': '22:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94118', 'addressCountry': 'US', 'streetAddress': '3721 Geary Blvd'}","{'@type': 'GeoCoordinates', 'latitude': 37.780932, 'longitude': -122.459355}","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '93'}","Star India Restaurant, 3721 Geary Blvd, San Francisco, CA, 94118"
Oasis Grill,https://www.ubereats.com/store/oasis-grill/7Kiisqf3W6ugEPH-S3whIQ,"['Mediterranean', 'Greek', 'Vegetarian']",4.6,38,"",37.78721,-122.40378,+14156530464,94103,711B Market St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94103', 'addressCountry': 'US', 'streetAddress': '711B Market St'}","{'@type': 'GeoCoordinates', 'latitude': 37.78721, 'longitude': -122.40378}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '38'}","Oasis Grill, 711B Market St, San Francisco, CA, 94103"
Sasha's Indian Restaurant,https://www.ubereats.com/store/sashas-indian-restaurant/7h5TiHR5TbCbF09Ps8Mwpg,"['Indian', 'Vegetarian', 'Asian', 'Desserts', 'Indian Curry']",,,"",37.7989588,-122.4072228,+14159265082,94133,1310 Grant Avenue,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '15:15'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:20', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:30', 'closes': '15:15'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '16:20', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94133', 'addressCountry': 'US', 'streetAddress': '1310 Grant Avenue'}","{'@type': 'GeoCoordinates', 'latitude': 37.7989588, 'longitude': -122.4072228}",{},"Sasha's Indian Restaurant, 1310 Grant Avenue, San Francisco, CA, 94133"
Butter Chicken Snob,https://www.ubereats.com/store/butter-chicken-snob/IBOsrj6LRXC_e8E8VnnWlA,"['American', 'Chicken', 'Rice-bowls']",,,$,37.78565,-122.41314,+14157760160,94102,501 O'Farrell Street,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94102', 'addressCountry': 'US', 'streetAddress': """"501 O'Farrell Street""""}","{'@type': 'GeoCoordinates', 'latitude': 37.78565, 'longitude': -122.41314}",{},"Butter Chicken Snob, 501 O'Farrell Street, San Francisco, CA, 94102"
Urban MoMo,https://www.ubereats.com/store/urban-momo/_mu64OFZReOEnOs4kA5bOA,"['Chinese', 'Nepalese', 'Indian', 'Alcohol']",,,"",37.73681,-122.40529,+16507984017,94124,92 Charter Oak Ave,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '5:0', 'closes': '6:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94124', 'addressCountry': 'US', 'streetAddress': '92 Charter Oak Ave'}","{'@type': 'GeoCoordinates', 'latitude': 37.73681, 'longitude': -122.40529}",{},"Urban MoMo, 92 Charter Oak Ave, San Francisco, CA, 94124"
Momo King - San Francisco,https://www.ubereats.com/store/momo-king-san-francisco/MMWu2yn8XxSgXazHhSBGOQ,"['Indian Curry', 'Indian', 'Himalayan', 'Asian', 'Dumpling House', 'Rice &amp; Curry']",,,$,37.79909,-122.40704,"",94133,1310 Grant Avenue,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '15:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday'], 'opens': '11:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '15:0', 'closes': '1:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94133', 'addressCountry': 'US', 'streetAddress': '1310 Grant Avenue'}","{'@type': 'GeoCoordinates', 'latitude': 37.79909, 'longitude': -122.40704}",{},"Momo King - San Francisco, 1310 Grant Avenue, San Francisco, CA, 94133"
Dancing Yak,https://www.ubereats.com/store/dancing-yak/rS6A5K1vTJC9q-EWPurguw,"['Himalayan', 'Nepalese']",,,$$,37.7685065,-122.4224406,+4155254857,94103,280 Valencia St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '14:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '16:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94103', 'addressCountry': 'US', 'streetAddress': '280 Valencia St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7685065, 'longitude': -122.4224406}",{},"Dancing Yak, 280 Valencia St, San Francisco, CA, 94103"
Aslam's Rasoi,https://www.ubereats.com/store/aslams-rasoi/4BQ9K-yHVhWPuUV4ssFQ8g,"['Indian', 'Vegetarian', 'Asian', 'Middle Eastern', 'Pakistani']",4.6,12,"",37.7563,-122.42088,+14153509184,94110,1037 Valencia St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '17:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '17:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '17:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94110', 'addressCountry': 'US', 'streetAddress': '1037 Valencia St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7563, 'longitude': -122.42088}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '12'}","Aslam's Rasoi, 1037 Valencia St, San Francisco, CA, 94110"
Moguls Supper Club,https://www.ubereats.com/store/moguls-supper-club/MeF-ShBvRVym-NC-Vkrghw,"['Indian', 'Pakistani', 'Halal']",4.4,47,"",37.68711,-122.4658,+14158301453,94014,7440 Mission Street,Daly City,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '17:0', 'closes': '0:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '17:0', 'closes': '0:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Daly City', 'addressRegion': 'CA', 'postalCode': '94014', 'addressCountry': 'US', 'streetAddress': '7440 Mission Street'}","{'@type': 'GeoCoordinates', 'latitude': 37.68711, 'longitude': -122.4658}","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '47'}","Moguls Supper Club, 7440 Mission Street, Daly City, CA, 94014"
Roti Indian Bistro,https://www.ubereats.com/store/roti-indian-bistro/SDD0uh0hWrWX7bYHlO_sJg,"['Indian', 'Vegetarian', 'Asian']",4.6,37,"",37.74007,-122.46605,+14156657684,94127,53 W Portal Ave,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '17:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:30', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94127', 'addressCountry': 'US', 'streetAddress': '53 W Portal Ave'}","{'@type': 'GeoCoordinates', 'latitude': 37.74007, 'longitude': -122.46605}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '37'}","Roti Indian Bistro, 53 W Portal Ave, San Francisco, CA, 94127"
Dancing Yak,https://www.ubereats.com/store/dancing-yak/3od73zLFSdmIdt36ekEs2w,"['Asian', 'Himalayan', 'Indian', 'Nepalese', 'Allergy Friendly', 'Group Friendly']",4.8,43,$,37.7684717,-122.4222514,+14155254857,94103,"280 Valencia St, San Francisco, USA",SF,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '17:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'SF', 'addressRegion': 'CA', 'postalCode': '94103', 'addressCountry': 'US', 'streetAddress': '280 Valencia St, San Francisco, USA'}","{'@type': 'GeoCoordinates', 'latitude': 37.7684717, 'longitude': -122.4222514}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '43'}","Dancing Yak, 280 Valencia St, San Francisco, USA, SF, CA, 94103"
Bollywood Indian pizza,https://www.ubereats.com/store/bollywood-indian-pizza/Vgb5kHCtRuC95tdXRexEVg,"['Indian', 'Vegetarian', 'Asian', 'Healthy']",,,$,37.7866445,-122.4134549,+14157569031,94102,607 Geary Street,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '17:30', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94102', 'addressCountry': 'US', 'streetAddress': '607 Geary Street'}","{'@type': 'GeoCoordinates', 'latitude': 37.7866445, 'longitude': -122.4134549}",{},"Bollywood Indian pizza, 607 Geary Street, San Francisco, CA, 94102"
Kid abelha sanduíche,https://www.ubereats.com/store/kid-abelha-sanduiche/3FGcGUjKQqWq98_3cQO6ag,"['Brazilian', 'Sandwich', 'Burgers']",,,"",37.7471837,-122.3963313,+16282565459,94124,105 Napoleon St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '18:32', 'closes': '23:31'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '17:0', 'closes': '23:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94124', 'addressCountry': 'US', 'streetAddress': '105 Napoleon St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7471837, 'longitude': -122.3963313}",{},"Kid abelha sanduíche , 105 Napoleon St, San Francisco, CA, 94124"
Pizza Zone N Grill (3rd St),https://www.ubereats.com/store/pizza-zone-n-grill-3rd-st/NEal6XtxQwmQqf6hZhSoWA,"['Pizza', 'Burgers', 'Sandwich', 'Comfort Food', 'Salads', 'Italian', 'Vegetarian Friendly', 'Vegan Friendly']",4.4,10,$,37.737943,-122.389722,+14152826000,94124,4404 3rd St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '0:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '2:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94124', 'addressCountry': 'US', 'streetAddress': '4404 3rd St'}","{'@type': 'GeoCoordinates', 'latitude': 37.737943, 'longitude': -122.389722}","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '10'}","Pizza Zone N Grill (3rd St), 4404 3rd St, San Francisco, CA, 94124"
Chuy’s fiestas restaurant,https://www.ubereats.com/store/chuys-fiestas-restaurant/JDX7dQN7UVeKRJtYp-DcRw,"['Mexican', 'Breakfast and Brunch', 'Burritos']",4.6,12,"",37.75985,-122.41442,"",94110,2341 Folsom St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '8:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '8:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '8:0', 'closes': '18:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94110', 'addressCountry': 'US', 'streetAddress': '2341 Folsom St'}","{'@type': 'GeoCoordinates', 'latitude': 37.75985, 'longitude': -122.41442}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '12'}","Chuy’s fiestas restaurant, 2341 Folsom St, San Francisco, CA, 94110"
Millbrae Kebabs &amp; Gyros,https://www.ubereats.com/store/millbrae-kebabs-%26-gyros/V8XAPIRpQu2X49B1fssR8g,"['Mediterranean', 'Family Meals', 'Alcohol']",4.8,23,$,37.603504,-122.3957271,+16502318092,94030,675 Broadway,Millbrae,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Millbrae', 'addressRegion': 'CA', 'postalCode': '94030', 'addressCountry': 'US', 'streetAddress': '675 Broadway'}","{'@type': 'GeoCoordinates', 'latitude': 37.603504, 'longitude': -122.3957271}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '23'}","Millbrae Kebabs &amp; Gyros, 675 Broadway, Millbrae, CA, 94030"
The Codmother Fish &amp; Chips,https://www.ubereats.com/store/the-codmother-fish-%26-chips/4EWFRAQATmu_s0ckEoIptA,"['Fish and Chips', 'Seafood', 'Kids Friendly']",4.7,15,"",37.8074003,-122.4171468,+14156069349,94133,496 Beach St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday'], 'opens': '11:30', 'closes': '17:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday'], 'opens': '11:30', 'closes': '17:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:30', 'closes': '18:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94133', 'addressCountry': 'US', 'streetAddress': '496 Beach St'}","{'@type': 'GeoCoordinates', 'latitude': 37.8074003, 'longitude': -122.4171468}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '15'}","The Codmother Fish &amp; Chips, 496 Beach St, San Francisco, CA, 94133"
Morning Seafood Catch,https://www.ubereats.com/store/morning-seafood-catch/KGcLDkAITYWE_Ft98PjmIA,"['Seafood', 'American', 'Southern']",,,"",37.73129,-122.39167,+14158229322,94124,5155 3rd Street Unit 1C,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '8:0', 'closes': '2:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94124', 'addressCountry': 'US', 'streetAddress': '5155 3rd Street Unit 1C'}","{'@type': 'GeoCoordinates', 'latitude': 37.73129, 'longitude': -122.39167}",{},"Morning Seafood Catch, 5155 3rd Street Unit 1C, San Francisco, CA, 94124"
